Time,Relative Humidity (%),Temperature (°F),CO2 Levels (ppm),Population Fouquieria columnaris,Population Vitis Arizonica
2025-03-28 09:04,67.85,89.7,303.65,102,97
2025-03-28 09:19,87.96,89.34,389.25,98,101
2025-03-28 09:34,82.96,73.12,362.6,98,102
2025-03-28 09:49,83.06,67.59,268.3,97,103
2025-03-28 10:04,70.95,77.65,382.22,100,99
2025-03-28 10:19,63.58,80.88,357.32,101,97
2025-03-28 10:34,87.51,82.6,346.42,98,102
2025-03-28 10:49,82.05,92.96,321.3,100,99
2025-03-28 11:04,61.82,87.63,332.95,102,96
2025-03-28 11:19,67.59,69.77,349.38,100,100
2025-03-28 11:34,81.26,75.15,378.57,98,101
2025-03-28 11:49,76.13,79.96,339.86,99,100
2025-03-28 12:04,79.78,86.37,290.8,99,100
2025-03-28 12:19,68.04,66.77,307.56,99,100
2025-03-28 12:34,86.55,78.57,324.95,98,102
2025-03-28 12:49,64.46,75.17,311.96,101,98
2025-03-28 13:04,67.47,63.18,257.0,99,101
2025-03-28 13:19,88.98,66.88,374.61,96,104
2025-03-28 13:34,71.75,60.9,267.77,98,102
2025-03-28 13:49,87.41,93.5,301.77,99,100
2025-03-28 14:04,79.98,87.64,256.27,100,99
2025-03-28 14:19,84.87,82.63,329.64,98,101
2025-03-28 14:34,73.06,86.49,330.67,100,98
2025-03-28 14:49,71.53,67.48,280.82,99,101
2025-03-28 15:04,76.3,65.96,367.63,98,102
2025-03-28 15:19,83.48,99.94,303.65,100,98
2025-03-28 15:34,80.1,95.3,324.91,100,98
2025-03-28 15:49,83.99,96.43,323.89,100,99
2025-03-28 16:04,67.44,62.96,308.93,99,101
2025-03-28 16:19,89.44,72.27,356.84,97,104
2025-03-28 16:34,75.62,69.44,275.58,98,101
2025-03-28 16:49,60.73,78.66,294.88,102,97
2025-03-28 17:04,69.48,82.5,311.5,101,98
2025-03-28 17:19,85.32,61.8,269.64,96,104
2025-03-28 17:34,60.25,64.8,375.86,100,99
2025-03-28 17:49,67.69,92.16,331.06,102,96
2025-03-28 18:04,86.62,90.77,340.05,99,100
2025-03-28 18:19,89.03,66.14,389.73,96,104
2025-03-28 18:34,72.96,60.79,284.77,98,102
2025-03-28 18:49,87.11,75.34,330.86,97,103
2025-03-28 19:04,87.61,76.96,321.05,97,102
2025-03-28 19:19,88.2,94.19,316.87,99,100
2025-03-28 19:34,63.99,85.03,335.07,102,97
2025-03-28 19:49,66.75,99.57,384.0,103,95
2025-03-28 20:04,87.44,90.52,384.6,99,100
2025-03-28 20:19,73.32,90.99,338.19,101,98
2025-03-28 20:34,80.42,80.79,354.78,99,100
2025-03-28 20:49,72.31,67.51,357.68,99,101
2025-03-28 21:04,61.43,72.43,338.36,101,98
2025-03-28 21:19,68.18,76.84,376.79,100,99
2025-03-28 21:34,72.23,78.17,253.74,100,99
2025-03-28 21:49,76.01,66.66,302.57,98,102
2025-03-28 22:04,88.47,62.71,310.27,96,105
2025-03-28 22:19,68.44,72.5,307.11,100,99
2025-03-28 22:34,85.68,64.52,255.31,96,104
2025-03-28 22:49,76.83,87.1,384.51,100,99
2025-03-28 23:04,60.84,83.91,329.0,102,96
2025-03-28 23:19,65.12,77.86,376.76,101,98
2025-03-28 23:34,69.28,66.23,320.77,99,100
2025-03-28 23:49,73.08,92.53,298.28,101,97
2025-03-29 00:04,75.36,77.72,310.09,99,100
2025-03-29 00:19,76.35,74.41,295.36,99,101
2025-03-29 00:34,69.94,69.54,285.16,99,100
2025-03-29 00:49,82.34,60.14,264.01,96,104
2025-03-29 01:04,62.44,75.87,374.64,101,98
2025-03-29 01:19,85.02,98.1,295.17,100,99
2025-03-29 01:34,83.73,89.51,287.2,99,100
2025-03-29 01:49,85.91,82.78,267.05,98,101
2025-03-29 02:04,76.69,72.44,372.27,98,101
2025-03-29 02:19,76.51,83.48,338.09,100,99
2025-03-29 02:34,73.0,62.75,288.77,98,102
2025-03-29 02:49,74.34,73.92,359.44,99,100
2025-03-29 03:04,71.21,96.21,301.71,102,96
2025-03-29 03:19,64.85,72.88,343.06,100,99
2025-03-29 03:34,86.14,94.33,301.58,99,100
2025-03-29 03:49,86.72,71.34,282.9,97,103
2025-03-29 04:04,86.85,81.84,265.58,98,102
2025-03-29 04:19,67.48,65.74,383.56,99,100
2025-03-29 04:34,82.41,79.83,339.14,98,101
2025-03-29 04:49,67.83,92.6,257.45,102,96
2025-03-29 05:04,69.68,90.51,317.75,101,97
2025-03-29 05:19,62.93,71.25,374.35,100,98
2025-03-29 05:34,85.69,96.79,358.47,100,99
2025-03-29 05:49,69.96,97.1,306.2,102,96
2025-03-29 06:04,77.04,89.63,387.35,100,98
2025-03-29 06:19,69.69,72.65,261.57,100,100
2025-03-29 06:34,70.76,89.56,385.33,101,97
2025-03-29 06:49,88.78,94.75,304.33,99,100
2025-03-29 07:04,80.86,93.78,318.23,100,99
2025-03-29 07:19,89.54,98.01,325.67,99,100
2025-03-29 07:34,81.68,97.54,290.6,100,98
2025-03-29 07:49,84.79,60.76,375.4,96,104
2025-03-29 08:04,77.63,88.91,323.26,100,99
2025-03-29 08:19,62.62,97.07,352.69,103,94
2025-03-29 08:34,67.62,79.92,253.92,101,98
2025-03-29 08:49,73.14,98.7,251.61,102,96
2025-03-29 09:04,88.17,92.52,357.15,99,100
2025-03-29 09:19,79.12,93.94,262.54,100,98
2025-03-29 09:34,67.9,86.5,300.35,101,97
2025-03-29 09:49,71.47,76.21,271.62,100,99
2025-03-29 10:04,66.01,98.7,257.18,103,95
2025-03-29 10:19,75.0,64.97,358.44,98,102
2025-03-29 10:34,70.2,72.75,374.12,99,100
2025-03-29 10:49,74.95,76.82,318.02,99,100
2025-03-29 11:04,60.55,84.91,314.67,102,96
2025-03-29 11:19,86.27,63.27,344.64,96,104
2025-03-29 11:34,84.16,64.0,312.82,97,104
2025-03-29 11:49,77.0,64.21,346.62,98,102
2025-03-29 12:04,67.5,64.65,334.73,99,100
2025-03-29 12:19,66.54,78.76,263.82,101,98
2025-03-29 12:34,78.43,76.67,268.01,99,101
2025-03-29 12:49,61.66,63.06,381.28,100,99
2025-03-29 13:04,71.58,63.91,341.62,98,101
2025-03-29 13:19,74.06,65.68,347.6,98,101
2025-03-29 13:34,73.41,94.99,339.94,101,97
2025-03-29 13:49,68.3,79.39,319.98,100,98
2025-03-29 14:04,89.32,72.53,283.77,97,103
2025-03-29 14:19,84.66,97.59,265.97,100,99
2025-03-29 14:34,89.73,95.57,275.52,99,100
2025-03-29 14:49,70.4,68.77,308.53,99,100
2025-03-29 15:04,76.51,82.73,306.21,100,99
2025-03-29 15:19,73.7,69.39,386.98,99,101
2025-03-29 15:34,65.27,74.83,386.86,100,98
2025-03-29 15:49,61.74,85.11,272.6,102,96
2025-03-29 16:04,88.15,84.99,339.64,98,101
2025-03-29 16:19,67.06,61.72,337.38,99,101
2025-03-29 16:34,79.83,83.88,296.15,99,100
2025-03-29 16:49,69.36,79.34,364.35,100,98
2025-03-29 17:04,69.39,81.56,289.57,100,98
2025-03-29 17:19,70.28,64.58,368.39,99,101
2025-03-29 17:34,80.1,66.61,327.22,97,103
2025-03-29 17:49,79.72,62.04,293.27,97,103
2025-03-29 18:04,74.97,97.63,367.2,101,97
2025-03-29 18:19,83.86,74.07,261.59,98,102
2025-03-29 18:34,61.04,92.31,288.27,103,95
2025-03-29 18:49,76.12,91.39,261.37,100,98
2025-03-29 19:04,68.61,83.34,315.3,101,98
2025-03-29 19:19,75.21,87.47,323.99,100,98
2025-03-29 19:34,65.51,61.78,280.86,99,100
2025-03-29 19:49,72.95,61.37,368.34,98,102
2025-03-29 20:04,72.63,67.82,353.49,99,101
2025-03-29 20:19,78.07,81.35,264.94,99,100
2025-03-29 20:34,64.66,63.53,347.43,99,100
2025-03-29 20:49,76.57,66.95,284.54,98,102
2025-03-29 21:04,85.06,77.05,316.9,98,102
2025-03-29 21:19,73.14,67.52,340.98,99,101
2025-03-29 21:34,60.39,70.7,292.27,101,98
2025-03-29 21:49,80.51,67.81,252.03,97,102
2025-03-29 22:04,84.28,91.23,343.76,99,100
2025-03-29 22:19,75.88,99.38,287.29,101,97
2025-03-29 22:34,84.0,67.56,376.66,97,103
2025-03-29 22:49,86.21,69.31,257.28,97,103
2025-03-29 23:04,71.7,88.87,321.5,101,98
2025-03-29 23:19,79.7,79.48,250.77,99,101
2025-03-29 23:34,74.34,65.34,279.54,98,102
2025-03-29 23:49,89.91,68.11,299.9,96,104
2025-03-30 00:04,68.29,77.35,362.48,100,99
2025-03-30 00:19,82.83,84.84,293.24,99,100
2025-03-30 00:34,86.09,82.04,309.04,98,101
2025-03-30 00:49,70.11,75.2,372.66,100,99
2025-03-30 01:04,86.1,70.86,251.01,97,103
2025-03-30 01:19,75.24,69.68,381.46,98,101
2025-03-30 01:34,82.35,79.93,319.47,98,101
2025-03-30 01:49,88.35,62.01,382.39,96,105
2025-03-30 02:04,82.26,85.85,289.94,99,100
2025-03-30 02:19,71.15,77.96,290.6,100,99
2025-03-30 02:34,60.99,87.04,338.25,102,96
2025-03-30 02:49,87.09,89.56,270.13,99,100
2025-03-30 03:04,61.53,81.05,295.31,102,97
2025-03-30 03:19,65.35,65.25,367.17,99,100
2025-03-30 03:34,69.52,95.95,299.57,102,96
2025-03-30 03:49,77.31,84.32,259.0,100,99
2025-03-30 04:04,80.45,71.47,288.84,98,102
2025-03-30 04:19,85.6,93.23,388.57,99,100
2025-03-30 04:34,71.81,95.72,387.7,102,97
2025-03-30 04:49,80.43,81.66,309.59,99,100
2025-03-30 05:04,66.91,81.68,302.3,101,98
2025-03-30 05:19,63.37,69.98,333.56,100,99
2025-03-30 05:34,75.67,98.71,265.59,101,97
2025-03-30 05:49,84.7,86.61,264.49,99,100
2025-03-30 06:04,77.08,79.17,313.2,99,100
2025-03-30 06:19,78.27,72.55,356.35,98,101
2025-03-30 06:34,86.15,71.1,307.96,97,103
2025-03-30 06:49,67.07,93.43,252.92,102,96
2025-03-30 07:04,88.69,66.08,286.38,96,104
2025-03-30 07:19,80.43,99.15,338.8,101,98
2025-03-30 07:34,77.72,88.45,274.75,100,99
2025-03-30 07:49,86.9,94.74,349.03,99,100
2025-03-30 08:04,65.98,71.03,289.45,100,99
2025-03-30 08:19,86.61,73.49,349.92,97,103
2025-03-30 08:34,74.42,88.25,289.17,100,98
2025-03-30 08:49,67.98,70.91,288.8,100,99
2025-03-30 09:04,64.17,61.54,382.01,99,100
2025-03-30 09:19,72.5,82.0,345.56,100,99
2025-03-30 09:34,61.9,65.31,318.27,100,99
2025-03-30 09:49,66.85,96.6,340.84,102,95
2025-03-30 10:04,75.4,95.1,321.8,101,97
2025-03-30 10:19,84.98,70.13,349.48,97,103
2025-03-30 10:34,65.81,78.7,354.6,101,98
2025-03-30 10:49,80.11,73.86,382.1,98,101
2025-03-30 11:04,65.19,93.39,270.26,102,96
2025-03-30 11:19,84.67,65.38,337.97,97,104
2025-03-30 11:34,68.1,72.54,375.87,100,99
2025-03-30 11:49,60.9,87.84,288.81,102,96
2025-03-30 12:04,77.3,86.86,310.43,100,99
2025-03-30 12:19,75.3,81.92,378.19,100,99
2025-03-30 12:34,66.76,98.21,370.18,103,95
2025-03-30 12:49,74.84,65.54,357.06,98,102
2025-03-30 13:04,88.79,93.64,376.05,99,100
2025-03-30 13:19,87.35,89.15,375.67,99,101
2025-03-30 13:34,78.03,80.65,283.43,99,100
2025-03-30 13:49,77.81,91.45,256.47,100,98
2025-03-30 14:04,68.26,68.9,303.46,99,100
2025-03-30 14:19,86.97,91.15,254.53,99,100
2025-03-30 14:34,70.88,86.55,339.99,101,98
2025-03-30 14:49,65.19,92.16,277.23,102,96
2025-03-30 15:04,78.97,62.24,343.39,97,103
2025-03-30 15:19,61.51,81.15,292.74,102,97
2025-03-30 15:34,86.33,86.75,369.65,98,101
2025-03-30 15:49,76.67,88.35,302.86,100,99
2025-03-30 16:04,61.43,81.02,272.99,102,97
2025-03-30 16:19,77.22,99.26,295.18,101,97
2025-03-30 16:34,65.79,92.7,290.94,102,96
2025-03-30 16:49,88.74,82.13,351.88,98,102
2025-03-30 17:04,77.17,93.79,293.92,101,98
2025-03-30 17:19,82.91,68.9,369.1,97,103
2025-03-30 17:34,63.62,84.73,316.81,102,97
2025-03-30 17:49,86.75,89.48,272.84,99,100
2025-03-30 18:04,84.21,70.75,304.28,97,103
2025-03-30 18:19,73.57,67.05,340.59,98,101
2025-03-30 18:34,60.07,91.76,319.87,103,95
2025-03-30 18:49,60.71,65.98,382.6,100,99
2025-03-30 19:04,82.96,75.81,270.44,98,102
2025-03-30 19:19,89.47,99.88,285.22,99,99
2025-03-30 19:34,83.91,80.32,351.05,98,101
2025-03-30 19:49,75.5,98.7,384.33,101,97
2025-03-30 20:04,69.87,75.33,312.39,100,99
2025-03-30 20:19,62.57,73.14,298.69,101,98
2025-03-30 20:34,78.5,76.75,303.92,99,101
2025-03-30 20:49,73.15,79.05,286.98,100,99
2025-03-30 21:04,65.17,91.08,330.87,102,96
2025-03-30 21:19,78.82,63.13,319.7,97,103
2025-03-30 21:34,74.02,62.23,371.81,98,102
2025-03-30 21:49,78.85,94.52,315.63,100,98
2025-03-30 22:04,62.85,88.12,343.44,102,96
2025-03-30 22:19,84.06,75.89,251.03,98,102
2025-03-30 22:34,62.51,96.7,309.26,103,94
2025-03-30 22:49,60.12,76.75,379.32,101,97
2025-03-30 23:04,60.86,92.76,380.76,103,95
2025-03-30 23:19,68.12,73.64,346.13,100,99
2025-03-30 23:34,62.34,66.93,335.28,100,99
2025-03-30 23:49,87.85,81.8,305.14,98,102
2025-03-31 00:04,84.35,60.57,369.22,96,104
2025-03-31 00:19,81.26,69.01,368.98,97,102
2025-03-31 00:34,64.56,88.62,254.14,102,96
2025-03-31 00:49,60.82,70.79,285.71,101,98
2025-03-31 01:04,81.96,76.41,347.46,98,101
2025-03-31 01:19,61.81,81.89,262.37,102,97
2025-03-31 01:34,85.2,60.4,266.28,96,104
2025-03-31 01:49,88.74,72.65,335.82,97,103
2025-03-31 02:04,87.99,68.86,370.94,96,104
2025-03-31 02:19,78.71,61.3,356.65,97,103
2025-03-31 02:34,74.52,85.74,327.38,100,99
2025-03-31 02:49,70.75,99.91,341.5,102,96
2025-03-31 03:04,68.68,75.16,315.15,100,99
2025-03-31 03:19,76.53,73.22,366.17,99,101
2025-03-31 03:34,63.72,92.94,302.98,102,95
2025-03-31 03:49,61.47,95.74,272.7,103,94
2025-03-31 04:04,65.91,71.35,257.63,100,99
2025-03-31 04:19,71.72,77.39,269.19,100,99
2025-03-31 04:34,78.01,90.52,375.69,100,99
2025-03-31 04:49,75.45,79.03,287.35,99,100
2025-03-31 05:04,61.1,83.44,388.71,102,96
2025-03-31 05:19,72.64,88.35,304.51,101,98
2025-03-31 05:34,69.91,74.0,386.09,100,99
2025-03-31 05:49,60.59,74.02,275.32,101,98
2025-03-31 06:04,72.07,94.58,366.05,101,97
2025-03-31 06:19,60.03,95.59,331.96,103,94
2025-03-31 06:34,74.36,90.78,255.44,101,98
2025-03-31 06:49,86.47,69.58,367.5,97,103
2025-03-31 07:04,62.51,84.0,319.33,102,96
2025-03-31 07:19,71.38,84.31,328.19,100,98
2025-03-31 07:34,68.11,71.25,310.43,100,99
2025-03-31 07:49,61.75,87.81,277.49,102,96
2025-03-31 08:04,84.41,65.11,331.64,97,104
2025-03-31 08:19,63.77,65.81,261.76,100,99
2025-03-31 08:34,88.32,73.7,312.75,97,103
2025-03-31 08:49,83.3,87.34,314.5,99,100
2025-03-31 09:04,73.58,72.42,379.98,99,100
2025-03-31 09:19,60.21,99.8,356.44,104,94
2025-03-31 09:34,76.63,92.2,352.49,100,98
2025-03-31 09:49,87.18,64.77,386.42,96,104
2025-03-31 10:04,81.43,78.87,259.41,98,101
2025-03-31 10:19,88.92,61.44,377.64,96,105
2025-03-31 10:34,84.57,71.06,282.38,97,103
2025-03-31 10:49,64.63,92.5,327.44,102,96
2025-03-31 11:04,75.43,96.81,367.02,101,97
2025-03-31 11:19,62.45,78.77,386.5,101,97
2025-03-31 11:34,66.94,69.95,323.53,100,99
2025-03-31 11:49,73.31,96.78,336.94,101,97
2025-03-31 12:04,64.42,61.63,273.79,99,100
2025-03-31 12:19,76.42,74.75,271.8,99,101
2025-03-31 12:34,88.32,82.61,284.26,98,102
2025-03-31 12:49,75.25,97.58,250.5,101,97
2025-03-31 13:04,78.63,95.65,253.38,101,98
2025-03-31 13:19,76.88,61.91,303.71,97,103
2025-03-31 13:34,62.54,91.4,266.43,103,95
2025-03-31 13:49,74.4,81.35,301.78,100,99
2025-03-31 14:04,84.74,74.23,325.44,97,102
2025-03-31 14:19,71.85,80.22,325.94,100,99
2025-03-31 14:34,80.93,95.92,302.3,100,98
2025-03-31 14:49,80.95,86.77,324.64,99,100
2025-03-31 15:04,68.71,61.51,293.51,99,101
2025-03-31 15:19,80.18,84.03,380.97,99,100
2025-03-31 15:34,84.66,86.12,383.54,99,101
2025-03-31 15:49,80.24,74.48,305.7,98,101
2025-03-31 16:04,89.66,77.47,389.0,97,103
2025-03-31 16:19,65.67,72.56,319.37,100,99
2025-03-31 16:34,71.7,99.5,337.37,102,96
2025-03-31 16:49,86.49,62.74,380.41,96,104
2025-03-31 17:04,65.69,76.02,353.75,100,98
2025-03-31 17:19,72.68,94.23,300.54,101,97
2025-03-31 17:34,70.87,61.42,341.41,98,101
2025-03-31 17:49,70.47,77.09,319.35,100,99
2025-03-31 18:04,71.76,74.76,304.27,99,100
2025-03-31 18:19,72.77,63.15,338.67,98,102
2025-03-31 18:34,74.78,85.43,253.9,100,99
2025-03-31 18:49,82.37,72.52,371.36,98,102
2025-03-31 19:04,63.92,73.09,347.19,100,98
2025-03-31 19:19,73.25,82.72,305.32,100,99
2025-03-31 19:34,80.21,60.07,311.45,97,104
2025-03-31 19:49,86.29,83.25,332.19,98,101
2025-03-31 20:04,70.03,96.38,387.59,102,96
2025-03-31 20:19,63.82,90.84,317.44,102,96
2025-03-31 20:34,63.46,75.5,324.98,101,98
2025-03-31 20:49,69.44,97.1,264.4,102,96
2025-03-31 21:04,75.76,96.11,284.52,101,97
2025-03-31 21:19,71.36,63.15,291.85,98,101
2025-03-31 21:34,69.66,93.87,264.84,102,96
2025-03-31 21:49,80.62,72.1,255.92,98,102
2025-03-31 22:04,78.83,99.42,269.24,101,97
2025-03-31 22:19,72.33,69.13,258.59,99,101
2025-03-31 22:34,89.48,67.73,296.95,96,104
2025-03-31 22:49,85.23,95.01,308.43,99,99
2025-03-31 23:04,67.49,96.72,289.07,102,95
2025-03-31 23:19,88.91,91.23,361.35,99,101
2025-03-31 23:34,62.67,94.84,291.27,103,95
2025-03-31 23:49,86.6,90.17,272.93,99,100
2025-04-01 00:04,60.58,98.25,293.67,103,94
2025-04-01 00:19,89.51,99.62,287.41,99,99
2025-04-01 00:34,79.45,64.02,333.03,97,103
2025-04-01 00:49,79.89,83.62,338.89,99,100
2025-04-01 01:04,88.39,98.96,278.25,99,99
2025-04-01 01:19,82.21,80.75,254.55,98,101
2025-04-01 01:34,81.7,64.54,275.07,97,103
2025-04-01 01:49,82.63,75.43,357.78,98,102
2025-04-01 02:04,82.87,63.6,361.36,97,104
2025-04-01 02:19,88.2,84.96,259.42,98,101
2025-04-01 02:34,70.46,85.65,312.37,101,98
2025-04-01 02:49,76.34,78.57,385.23,99,100
2025-04-01 03:04,64.15,79.38,357.65,101,97
2025-04-01 03:19,89.42,86.77,389.99,98,101
2025-04-01 03:34,61.41,81.7,350.43,102,97
2025-04-01 03:49,89.2,91.3,275.26,98,101
2025-04-01 04:04,72.71,80.76,323.44,100,99
2025-04-01 04:19,89.79,62.33,283.86,96,105
2025-04-01 04:34,73.11,67.9,387.82,99,101
2025-04-01 04:49,84.27,84.71,366.64,99,101
2025-04-01 05:04,84.21,98.51,346.52,100,99
2025-04-01 05:19,84.04,74.73,307.91,98,102
2025-04-01 05:34,65.94,93.36,389.65,102,96
2025-04-01 05:49,60.39,85.74,282.97,102,96
2025-04-01 06:04,61.62,90.69,267.34,103,95
2025-04-01 06:19,84.07,91.42,265.82,99,100
2025-04-01 06:34,67.77,82.84,313.95,101,98
2025-04-01 06:49,79.27,80.61,374.12,99,100
2025-04-01 07:04,79.89,82.24,261.54,99,100
2025-04-01 07:19,87.55,97.57,320.95,99,99
2025-04-01 07:34,74.07,98.33,346.28,101,97
2025-04-01 07:49,65.41,97.58,336.88,103,95
2025-04-01 08:04,68.03,61.48,368.0,99,101
2025-04-01 08:19,85.16,87.6,295.49,99,100
2025-04-01 08:34,88.9,70.5,321.65,96,104
2025-04-01 08:49,74.63,88.86,387.47,100,98
2025-04-01 09:04,73.01,98.72,316.39,102,96
2025-04-01 09:19,63.46,76.6,280.65,101,98
2025-04-01 09:34,69.83,65.73,271.52,99,101
2025-04-01 09:49,61.33,96.8,384.4,103,94
2025-04-01 10:04,74.76,85.54,250.1,100,99
2025-04-01 10:19,74.5,84.13,317.06,100,99
2025-04-01 10:34,63.57,98.08,285.85,103,95
2025-04-01 10:49,70.76,95.01,301.54,102,96
2025-04-01 11:04,79.65,89.24,379.42,100,99
2025-04-01 11:19,83.66,65.97,258.47,97,103
2025-04-01 11:34,65.23,64.19,307.54,99,100
2025-04-01 11:49,60.85,74.91,258.98,101,97
2025-04-01 12:04,69.28,64.49,351.14,99,101
2025-04-01 12:19,73.47,77.2,345.34,99,100
2025-04-01 12:34,63.69,61.05,279.93,99,100
2025-04-01 12:49,81.33,74.12,290.62,98,102
2025-04-01 13:04,75.76,83.73,303.05,100,99
2025-04-01 13:19,62.38,75.8,264.13,101,98
2025-04-01 13:34,69.77,83.88,262.18,101,98
2025-04-01 13:49,70.98,95.66,279.87,102,96
2025-04-01 14:04,83.36,73.99,314.79,98,102
2025-04-01 14:19,85.71,70.49,361.97,97,103
2025-04-01 14:34,72.55,90.52,331.94,101,97
2025-04-01 14:49,68.91,67.88,300.02,99,100
2025-04-01 15:04,63.93,64.85,267.48,100,100
2025-04-01 15:19,61.33,85.12,381.45,102,96
2025-04-01 15:34,72.17,92.41,261.02,101,97
2025-04-01 15:49,86.86,75.49,336.25,97,103
2025-04-01 16:04,89.91,77.45,250.44,97,103
2025-04-01 16:19,70.93,77.9,312.67,100,99
2025-04-01 16:34,60.74,91.29,341.69,103,95
2025-04-01 16:49,70.97,88.16,297.56,101,97
2025-04-01 17:04,63.32,97.38,323.91,103,95
2025-04-01 17:19,75.68,99.54,373.49,101,97
2025-04-01 17:34,64.63,92.57,290.19,102,96
2025-04-01 17:49,72.77,81.24,360.95,100,99
2025-04-01 18:04,62.49,60.16,316.71,99,100
2025-04-01 18:19,71.26,66.17,361.03,99,101
2025-04-01 18:34,65.99,68.61,363.04,100,99
2025-04-01 18:49,81.99,90.66,302.39,100,99
2025-04-01 19:04,77.78,79.67,304.99,99,100
2025-04-01 19:19,70.39,97.28,289.34,102,96
2025-04-01 19:34,84.2,68.22,266.57,97,103
2025-04-01 19:49,88.61,84.83,285.1,98,101
2025-04-01 20:04,87.59,61.04,257.49,96,105
2025-04-01 20:19,75.44,86.26,292.15,100,99
2025-04-01 20:34,79.33,84.6,257.28,99,100
2025-04-01 20:49,81.55,64.9,315.59,97,103
2025-04-01 21:04,65.65,89.24,375.05,102,96
2025-04-01 21:19,77.83,70.44,326.1,98,101
2025-04-01 21:34,64.99,75.04,272.05,101,98
2025-04-01 21:49,60.32,74.14,314.91,101,97
2025-04-01 22:04,76.25,80.4,382.14,99,100
2025-04-01 22:19,69.53,86.51,321.31,101,97
2025-04-01 22:34,64.93,67.7,261.98,100,99
2025-04-01 22:49,84.56,62.74,387.98,96,104
2025-04-01 23:04,75.49,98.91,309.17,101,97
2025-04-01 23:19,84.71,73.01,347.81,97,102
2025-04-01 23:34,78.24,98.29,381.42,101,97
2025-04-01 23:49,87.43,65.83,333.51,96,104
2025-04-02 00:04,64.76,77.53,273.36,101,98
2025-04-02 00:19,78.25,99.93,386.51,101,97
2025-04-02 00:34,60.17,69.33,251.34,101,98
2025-04-02 00:49,82.32,68.2,324.32,97,103
2025-04-02 01:04,66.27,80.91,292.68,101,98
2025-04-02 01:19,87.73,72.49,343.27,97,103
2025-04-02 01:34,86.21,67.21,276.03,97,104
2025-04-02 01:49,70.49,86.47,306.63,101,98
2025-04-02 02:04,73.36,88.73,348.03,101,98
2025-04-02 02:19,77.89,82.23,346.03,99,100
2025-04-02 02:34,87.36,91.34,367.29,99,100
2025-04-02 02:49,63.5,80.22,288.65,101,97
2025-04-02 03:04,68.21,95.56,316.06,102,96
2025-04-02 03:19,71.94,71.96,255.05,99,100
2025-04-02 03:34,70.07,93.0,319.56,102,97
2025-04-02 03:49,66.92,82.85,307.37,101,97
2025-04-02 04:04,89.7,72.89,336.21,97,104
2025-04-02 04:19,85.35,63.92,260.16,96,104
2025-04-02 04:34,85.32,77.12,384.09,98,102
2025-04-02 04:49,65.01,82.3,296.27,101,97
2025-04-02 05:04,82.24,60.09,368.05,96,104
2025-04-02 05:19,76.43,73.76,389.68,99,101
2025-04-02 05:34,65.38,88.92,317.29,102,96
2025-04-02 05:49,69.36,96.08,313.34,102,96
2025-04-02 06:04,61.59,67.45,302.79,100,99
2025-04-02 06:19,75.61,69.8,363.32,98,101
2025-04-02 06:34,84.66,70.06,345.41,97,103
2025-04-02 06:49,78.98,78.74,330.8,99,100
2025-04-02 07:04,75.54,88.03,310.43,100,98
2025-04-02 07:19,64.13,88.41,264.83,102,96
2025-04-02 07:34,72.92,64.45,358.27,98,101
2025-04-02 07:49,69.95,91.46,251.85,101,97
2025-04-02 08:04,67.21,68.12,265.53,99,100
2025-04-02 08:19,66.76,84.12,347.53,101,97
2025-04-02 08:34,83.1,90.06,305.73,99,100
2025-04-02 08:49,86.25,60.76,308.47,96,105
2025-04-02 09:04,85.6,80.74,278.52,98,102
2025-04-02 09:19,69.13,76.62,345.51,100,99
2025-04-02 09:34,66.62,67.32,277.25,99,100
2025-04-02 09:49,64.78,94.8,350.33,103,95
2025-04-02 10:04,71.28,70.33,389.53,99,100
2025-04-02 10:19,82.8,81.07,383.4,98,101
2025-04-02 10:34,89.36,70.91,255.37,96,104
2025-04-02 10:49,77.58,69.9,276.71,98,102
2025-04-02 11:04,82.02,75.22,283.08,98,102
2025-04-02 11:19,65.28,87.53,275.24,102,96
2025-04-02 11:34,66.75,70.89,289.13,100,99
2025-04-02 11:49,82.44,75.31,270.24,98,102
2025-04-02 12:04,64.23,60.82,359.21,99,100
2025-04-02 12:19,85.89,69.07,322.54,97,103
2025-04-02 12:34,72.15,83.56,263.52,100,98
2025-04-02 12:49,68.22,70.53,369.28,100,100
2025-04-02 13:04,62.03,78.79,346.01,101,97
2025-04-02 13:19,65.89,97.49,298.34,103,95
2025-04-02 13:34,79.91,88.12,323.98,100,99
2025-04-02 13:49,74.36,68.21,322.19,98,101
2025-04-02 14:04,68.03,77.04,368.16,100,99
2025-04-02 14:19,66.73,85.93,305.91,101,97
2025-04-02 14:34,86.3,69.58,337.71,97,103
2025-04-02 14:49,76.08,88.24,283.63,100,98
2025-04-02 15:04,66.37,82.52,386.51,101,97
2025-04-02 15:19,88.36,98.01,253.72,99,99
2025-04-02 15:34,87.4,60.01,328.72,96,105
2025-04-02 15:49,75.2,75.51,290.28,99,100
2025-04-02 16:04,83.85,78.21,298.92,98,102
2025-04-02 16:19,74.76,88.97,339.93,100,98
2025-04-02 16:34,73.95,69.09,299.99,99,101
2025-04-02 16:49,71.87,70.63,279.56,99,100
2025-04-02 17:04,88.43,99.26,368.46,99,99
2025-04-02 17:19,61.06,61.64,268.34,100,99
2025-04-02 17:34,70.46,75.55,296.42,100,99
2025-04-02 17:49,89.16,64.38,317.8,96,105
