Time,Relative Humidity (%),Temperature (°F),CO2 Levels (ppm),Population Fouquieria columnaris,Population Vitis Arizonica
2025-03-28 09:04,77.07,99.49,264.45,101,97
2025-03-28 09:19,65.57,87.78,349.52,102,96
2025-03-28 09:34,71.41,71.64,345.0,99,100
2025-03-28 09:49,61.27,65.59,280.53,100,99
2025-03-28 10:04,61.17,63.71,258.48,100,99
2025-03-28 10:19,89.73,65.8,309.58,96,105
2025-03-28 10:34,84.72,93.84,325.94,99,99
2025-03-28 10:49,89.59,71.11,306.16,96,104
2025-03-28 11:04,61.78,78.67,292.69,101,97
2025-03-28 11:19,87.23,91.24,255.56,99,100
2025-03-28 11:34,88.62,78.55,375.28,97,102
2025-03-28 11:49,60.07,66.38,353.79,100,99
2025-03-28 12:04,69.44,82.09,281.66,101,98
2025-03-28 12:19,83.72,86.99,360.36,99,100
2025-03-28 12:34,81.55,89.37,316.06,99,99
2025-03-28 12:49,65.55,89.67,356.48,102,96
2025-03-28 13:04,80.41,75.67,270.67,98,101
2025-03-28 13:19,83.18,60.82,313.85,96,104
2025-03-28 13:34,87.98,80.57,321.14,98,102
2025-03-28 13:49,75.93,60.44,358.18,97,103
2025-03-28 14:04,77.35,84.69,323.62,100,99
2025-03-28 14:19,87.99,70.65,386.65,97,104
2025-03-28 14:34,82.73,72.95,367.64,98,102
2025-03-28 14:49,75.82,73.31,311.13,99,101
2025-03-28 15:04,81.55,65.31,331.38,97,103
2025-03-28 15:19,81.43,98.45,317.44,100,98
2025-03-28 15:34,61.63,64.63,348.96,100,99
2025-03-28 15:49,89.19,74.19,323.37,97,103
2025-03-28 16:04,66.44,70.06,257.71,100,99
2025-03-28 16:19,65.22,71.73,283.61,100,99
2025-03-28 16:34,85.44,79.06,315.5,98,102
2025-03-28 16:49,69.96,66.71,306.5,99,100
2025-03-28 17:04,73.48,76.48,318.72,99,100
2025-03-28 17:19,80.7,69.66,335.82,98,102
2025-03-28 17:34,78.98,67.39,285.41,98,102
2025-03-28 17:49,82.52,92.29,367.58,100,99
2025-03-28 18:04,89.39,83.99,281.59,98,102
2025-03-28 18:19,85.79,83.19,251.5,98,101
2025-03-28 18:34,81.89,78.76,271.79,98,101
2025-03-28 18:49,77.01,65.84,367.68,98,102
2025-03-28 19:04,83.88,61.26,329.61,96,104
2025-03-28 19:19,82.99,70.31,256.19,97,103
2025-03-28 19:34,61.81,75.69,361.98,101,98
2025-03-28 19:49,77.9,64.84,361.64,98,102
2025-03-28 20:04,87.23,86.25,357.1,98,101
2025-03-28 20:19,76.63,90.08,303.57,100,98
2025-03-28 20:34,65.74,68.54,320.86,100,99
2025-03-28 20:49,76.0,93.31,282.21,101,98
2025-03-28 21:04,82.64,92.36,312.55,100,99
2025-03-28 21:19,68.91,85.45,274.15,101,97
2025-03-28 21:34,64.33,94.63,312.25,103,95
2025-03-28 21:49,72.5,82.71,254.05,100,99
2025-03-28 22:04,86.91,86.18,389.94,98,101
2025-03-28 22:19,88.02,84.79,389.2,98,101
2025-03-28 22:34,61.61,61.1,350.54,100,100
2025-03-28 22:49,65.11,67.57,362.81,100,99
2025-03-28 23:04,61.3,79.01,385.88,101,97
2025-03-28 23:19,73.53,62.12,261.16,98,102
2025-03-28 23:34,65.6,73.55,292.75,100,99
2025-03-28 23:49,63.11,99.84,351.36,103,94
2025-03-29 00:04,81.28,71.35,333.14,98,102
2025-03-29 00:19,86.14,71.53,375.97,97,103
2025-03-29 00:34,60.25,87.03,304.7,102,95
2025-03-29 00:49,75.97,79.44,384.36,99,100
2025-03-29 01:04,68.51,74.46,293.45,100,99
2025-03-29 01:19,81.98,92.04,308.39,100,99
2025-03-29 01:34,76.21,80.95,351.9,99,100
2025-03-29 01:49,88.04,73.19,355.3,97,103
2025-03-29 02:04,80.26,66.8,253.95,97,103
2025-03-29 02:19,74.48,72.15,323.08,99,101
2025-03-29 02:34,78.4,98.9,317.91,101,97
2025-03-29 02:49,66.72,85.52,273.03,101,97
2025-03-29 03:04,80.68,71.61,314.67,98,102
2025-03-29 03:19,85.36,72.09,348.98,97,103
2025-03-29 03:34,81.39,83.38,367.06,99,100
2025-03-29 03:49,81.72,92.19,385.2,100,99
2025-03-29 04:04,85.72,77.23,306.09,98,102
2025-03-29 04:19,65.39,97.38,343.63,103,95
2025-03-29 04:34,71.25,74.32,315.65,99,100
2025-03-29 04:49,67.79,73.09,271.65,100,99
2025-03-29 05:04,70.72,84.51,302.76,101,98
2025-03-29 05:19,89.29,79.13,337.21,97,102
2025-03-29 05:34,63.78,67.49,320.02,100,99
2025-03-29 05:49,66.48,98.06,280.55,103,95
2025-03-29 06:04,69.24,92.09,388.38,102,97
2025-03-29 06:19,61.89,95.35,330.38,103,95
2025-03-29 06:34,74.64,87.42,337.14,100,98
2025-03-29 06:49,69.93,78.12,264.3,100,99
2025-03-29 07:04,84.58,71.05,283.36,97,103
2025-03-29 07:19,86.51,67.54,295.24,97,104
2025-03-29 07:34,71.14,99.15,321.62,102,96
2025-03-29 07:49,83.22,66.81,335.21,97,103
2025-03-29 08:04,86.56,73.67,335.1,97,103
2025-03-29 08:19,62.71,64.17,328.49,100,99
2025-03-29 08:34,74.05,73.58,345.8,99,100
2025-03-29 08:49,63.14,71.08,384.07,100,98
2025-03-29 09:04,65.98,79.04,309.08,101,98
2025-03-29 09:19,77.01,83.06,262.43,100,99
2025-03-29 09:34,88.87,89.73,376.68,98,101
2025-03-29 09:49,75.91,94.58,255.55,101,97
2025-03-29 10:04,71.84,82.59,316.89,100,98
2025-03-29 10:19,70.28,88.15,359.24,101,97
2025-03-29 10:34,72.19,67.42,385.5,99,101
2025-03-29 10:49,78.83,92.78,290.98,100,98
2025-03-29 11:04,82.86,76.04,361.53,98,102
2025-03-29 11:19,67.2,85.84,264.09,101,97
2025-03-29 11:34,87.86,73.1,261.06,97,103
2025-03-29 11:49,64.86,77.29,321.26,101,98
2025-03-29 12:04,82.46,66.72,368.12,97,103
2025-03-29 12:19,79.11,79.61,313.17,99,100
2025-03-29 12:34,63.71,61.47,294.4,99,100
2025-03-29 12:49,72.78,84.73,280.84,100,98
2025-03-29 13:04,78.51,75.61,266.21,99,101
2025-03-29 13:19,71.24,79.66,323.14,100,99
2025-03-29 13:34,74.59,70.82,279.48,99,101
2025-03-29 13:49,60.11,89.53,316.5,103,95
2025-03-29 14:04,79.2,77.79,293.01,99,101
2025-03-29 14:19,84.41,64.26,267.53,97,104
2025-03-29 14:34,79.63,74.68,335.27,98,101
2025-03-29 14:49,60.36,62.08,366.7,100,99
2025-03-29 15:04,67.27,60.84,252.42,99,101
2025-03-29 15:19,80.23,93.06,336.0,100,99
2025-03-29 15:34,89.75,70.63,351.65,96,104
2025-03-29 15:49,88.24,76.26,278.14,97,103
2025-03-29 16:04,75.98,99.99,288.5,101,97
2025-03-29 16:19,62.89,75.73,272.6,101,98
2025-03-29 16:34,89.93,63.45,383.23,96,105
2025-03-29 16:49,89.39,87.49,378.5,98,101
2025-03-29 17:04,79.45,63.95,373.69,97,103
2025-03-29 17:19,81.92,67.36,362.77,97,103
2025-03-29 17:34,67.46,84.74,304.54,101,97
2025-03-29 17:49,60.18,78.67,318.28,102,97
2025-03-29 18:04,68.49,62.63,379.01,99,101
2025-03-29 18:19,65.95,69.8,302.48,100,99
2025-03-29 18:34,74.9,98.41,302.54,101,97
2025-03-29 18:49,86.98,98.12,323.72,100,99
2025-03-29 19:04,85.12,65.39,301.33,97,104
2025-03-29 19:19,63.84,74.29,287.72,101,98
2025-03-29 19:34,68.59,69.57,268.95,99,100
2025-03-29 19:49,76.44,93.85,376.83,101,98
2025-03-29 20:04,88.5,75.8,261.13,97,103
2025-03-29 20:19,62.43,67.81,291.62,100,99
2025-03-29 20:34,72.42,65.26,272.15,98,101
2025-03-29 20:49,83.24,95.53,346.04,100,99
2025-03-29 21:04,88.51,62.54,360.18,96,105
2025-03-29 21:19,62.11,72.51,311.99,101,98
2025-03-29 21:34,67.98,77.5,371.66,100,98
2025-03-29 21:49,77.21,61.55,366.76,97,103
2025-03-29 22:04,74.23,76.06,276.79,99,100
2025-03-29 22:19,72.47,82.12,310.08,100,99
2025-03-29 22:34,69.99,73.49,253.12,100,99
2025-03-29 22:49,71.08,86.55,340.5,101,98
2025-03-29 23:04,67.52,78.96,374.35,101,98
2025-03-29 23:19,87.47,68.87,268.06,97,104
2025-03-29 23:34,88.31,94.28,255.89,99,100
2025-03-29 23:49,88.31,61.84,269.55,96,105
2025-03-30 00:04,82.73,86.19,269.23,99,100
2025-03-30 00:19,67.83,72.77,371.5,100,99
2025-03-30 00:34,69.75,68.5,292.69,99,100
2025-03-30 00:49,84.17,67.75,257.72,97,103
2025-03-30 01:04,80.11,85.63,337.23,99,100
2025-03-30 01:19,77.16,91.5,360.39,100,98
2025-03-30 01:34,77.93,90.66,323.96,100,98
2025-03-30 01:49,83.48,67.89,304.6,97,103
2025-03-30 02:04,61.69,65.69,364.87,100,99
2025-03-30 02:19,88.95,74.71,261.85,97,103
2025-03-30 02:34,79.26,95.13,292.87,100,98
2025-03-30 02:49,85.25,97.58,313.25,100,99
2025-03-30 03:04,75.88,67.99,260.86,98,101
2025-03-30 03:19,75.57,76.64,303.77,99,100
2025-03-30 03:34,65.16,82.27,263.2,101,97
2025-03-30 03:49,87.31,73.62,329.98,97,103
2025-03-30 04:04,71.48,83.62,323.46,100,98
2025-03-30 04:19,83.87,91.07,346.1,99,100
2025-03-30 04:34,66.81,60.36,345.85,99,101
2025-03-30 04:49,79.62,89.67,359.77,100,99
2025-03-30 05:04,76.14,66.68,305.9,98,102
2025-03-30 05:19,86.6,88.08,337.94,99,101
2025-03-30 05:34,80.08,89.92,250.77,100,99
2025-03-30 05:49,65.91,85.92,330.0,101,97
2025-03-30 06:04,62.33,62.57,369.18,100,100
2025-03-30 06:19,62.49,96.66,347.7,103,94
2025-03-30 06:34,88.52,98.63,329.61,99,99
2025-03-30 06:49,89.33,84.33,260.71,98,102
2025-03-30 07:04,69.55,66.76,332.41,99,100
2025-03-30 07:19,62.76,77.62,382.57,101,97
2025-03-30 07:34,61.88,97.83,370.16,103,94
2025-03-30 07:49,81.85,94.8,383.12,100,99
2025-03-30 08:04,80.89,89.45,309.54,100,99
2025-03-30 08:19,88.68,75.64,362.43,97,103
2025-03-30 08:34,87.76,87.92,268.07,98,101
2025-03-30 08:49,73.31,98.59,282.09,102,96
2025-03-30 09:04,74.45,81.85,290.86,100,99
2025-03-30 09:19,84.56,80.12,258.56,98,101
2025-03-30 09:34,65.79,88.81,271.49,102,96
2025-03-30 09:49,71.84,83.58,306.28,100,98
2025-03-30 10:04,87.52,85.68,320.08,98,101
2025-03-30 10:19,68.98,61.95,323.78,99,101
2025-03-30 10:34,70.16,61.17,322.02,98,101
2025-03-30 10:49,70.0,84.93,373.67,101,98
2025-03-30 11:04,69.48,88.1,387.73,101,97
2025-03-30 11:19,83.14,62.53,278.73,97,104
2025-03-30 11:34,66.85,64.03,271.66,99,100
2025-03-30 11:49,80.42,66.84,314.58,97,103
2025-03-30 12:04,79.99,84.59,317.93,99,100
2025-03-30 12:19,65.97,82.19,277.89,101,97
2025-03-30 12:34,85.95,70.7,329.7,97,103
2025-03-30 12:49,73.78,96.32,338.67,101,97
2025-03-30 13:04,78.84,81.45,362.2,99,100
2025-03-30 13:19,69.85,92.35,299.03,102,97
2025-03-30 13:34,75.35,67.85,351.8,98,101
2025-03-30 13:49,78.13,87.52,377.14,100,99
2025-03-30 14:04,78.05,62.32,344.59,97,103
2025-03-30 14:19,82.17,79.83,277.4,98,101
2025-03-30 14:34,68.63,67.87,278.01,99,100
2025-03-30 14:49,61.58,85.79,261.17,102,96
2025-03-30 15:04,66.4,60.83,377.0,99,101
2025-03-30 15:19,80.54,86.36,331.65,99,100
2025-03-30 15:34,78.74,99.53,361.89,101,97
2025-03-30 15:49,89.59,88.32,252.08,98,101
2025-03-30 16:04,83.16,61.57,294.75,96,104
2025-03-30 16:19,86.3,71.37,251.84,97,103
2025-03-30 16:34,63.96,75.08,270.98,101,98
2025-03-30 16:49,87.96,76.14,356.18,97,103
2025-03-30 17:04,87.39,70.59,309.87,97,103
2025-03-30 17:19,71.01,76.6,280.91,100,99
2025-03-30 17:34,61.0,60.82,274.92,100,100
2025-03-30 17:49,66.74,70.36,295.37,100,99
2025-03-30 18:04,66.82,96.78,258.36,102,95
2025-03-30 18:19,88.03,98.51,334.26,99,99
2025-03-30 18:34,68.27,71.53,250.76,100,99
2025-03-30 18:49,63.18,94.76,331.24,103,95
2025-03-30 19:04,67.71,94.5,256.52,102,96
2025-03-30 19:19,81.18,67.97,321.36,97,103
2025-03-30 19:34,62.38,96.27,259.04,103,95
2025-03-30 19:49,60.95,86.1,385.23,102,96
2025-03-30 20:04,67.75,84.59,300.88,101,97
2025-03-30 20:19,70.18,94.2,325.64,102,96
2025-03-30 20:34,72.64,64.74,314.62,98,101
2025-03-30 20:49,88.12,65.7,369.47,96,104
2025-03-30 21:04,60.99,65.66,292.1,100,99
2025-03-30 21:19,71.28,66.32,277.75,99,101
2025-03-30 21:34,86.54,89.9,322.61,99,100
2025-03-30 21:49,78.1,78.87,348.91,99,100
2025-03-30 22:04,75.11,67.32,368.03,98,101
2025-03-30 22:19,66.34,91.92,255.02,102,96
2025-03-30 22:34,67.94,68.66,294.31,99,100
2025-03-30 22:49,84.27,77.05,299.63,98,102
2025-03-30 23:04,65.73,74.6,339.25,100,98
2025-03-30 23:19,87.03,80.74,366.1,98,102
2025-03-30 23:34,76.24,96.42,360.54,101,97
2025-03-30 23:49,67.01,60.58,373.22,99,101
2025-03-31 00:04,69.2,81.64,292.46,101,98
2025-03-31 00:19,88.29,72.05,385.04,97,103
2025-03-31 00:34,74.76,83.62,262.17,100,99
2025-03-31 00:49,60.79,84.0,296.75,102,96
2025-03-31 01:04,60.56,97.61,328.66,103,94
2025-03-31 01:19,71.41,83.37,265.29,100,98
2025-03-31 01:34,76.34,63.77,368.47,98,102
2025-03-31 01:49,76.48,75.84,278.3,99,100
2025-03-31 02:04,62.28,87.91,269.61,102,96
2025-03-31 02:19,74.82,86.48,301.07,100,98
2025-03-31 02:34,64.32,68.08,287.88,100,99
2025-03-31 02:49,86.69,97.1,293.41,99,99
2025-03-31 03:04,82.37,94.33,374.88,100,99
2025-03-31 03:19,70.03,70.76,310.38,99,100
2025-03-31 03:34,83.0,88.88,294.66,99,100
2025-03-31 03:49,64.53,74.6,380.35,101,98
2025-03-31 04:04,69.95,99.6,360.73,102,96
2025-03-31 04:19,78.89,87.09,388.64,100,99
2025-03-31 04:34,88.78,68.18,318.75,96,104
2025-03-31 04:49,65.0,80.6,276.47,101,97
2025-03-31 05:04,81.47,88.15,319.81,99,100
2025-03-31 05:19,76.44,85.77,326.52,100,99
2025-03-31 05:34,86.78,67.19,315.18,96,104
2025-03-31 05:49,66.72,70.06,308.38,100,99
2025-03-31 06:04,87.41,81.77,258.92,98,102
2025-03-31 06:19,72.12,89.34,360.47,101,98
2025-03-31 06:34,84.91,85.25,288.9,99,101
2025-03-31 06:49,83.14,81.25,387.34,98,101
2025-03-31 07:04,78.61,87.66,375.04,100,99
2025-03-31 07:19,85.42,62.92,298.04,96,104
2025-03-31 07:34,85.79,99.53,271.68,100,99
2025-03-31 07:49,65.09,63.51,302.19,99,100
2025-03-31 08:04,86.86,67.97,291.61,97,104
2025-03-31 08:19,68.55,89.83,377.85,101,97
2025-03-31 08:34,84.69,75.82,324.88,98,102
2025-03-31 08:49,71.4,82.91,330.98,100,98
2025-03-31 09:04,85.65,95.96,350.29,99,99
2025-03-31 09:19,81.87,94.38,381.19,100,99
2025-03-31 09:34,67.54,66.3,388.1,99,100
2025-03-31 09:49,64.08,95.02,341.67,103,95
2025-03-31 10:04,70.53,80.43,330.76,100,99
2025-03-31 10:19,88.68,88.15,360.77,98,101
2025-03-31 10:34,89.05,85.75,256.84,98,101
2025-03-31 10:49,78.7,85.34,315.44,99,99
2025-03-31 11:04,80.07,82.97,291.16,99,100
2025-03-31 11:19,84.12,77.34,345.36,98,102
2025-03-31 11:34,74.85,62.84,383.95,98,102
2025-03-31 11:49,61.88,85.89,343.84,102,96
2025-03-31 12:04,64.69,60.56,358.32,99,100
2025-03-31 12:19,86.08,66.9,370.19,97,104
2025-03-31 12:34,84.03,92.13,254.53,99,99
2025-03-31 12:49,85.07,81.53,314.51,98,101
2025-03-31 13:04,77.05,64.92,385.71,98,102
2025-03-31 13:19,82.56,78.19,386.1,98,101
2025-03-31 13:34,60.68,74.87,356.39,101,97
2025-03-31 13:49,64.33,78.54,342.25,101,98
2025-03-31 14:04,63.25,68.64,272.28,100,99
2025-03-31 14:19,64.67,72.38,388.58,100,99
2025-03-31 14:34,71.65,99.44,303.02,102,96
2025-03-31 14:49,60.55,86.35,364.97,102,96
2025-03-31 15:04,73.92,70.04,386.85,99,101
2025-03-31 15:19,63.05,61.29,256.46,99,100
2025-03-31 15:34,66.06,65.84,296.19,99,100
2025-03-31 15:49,79.92,86.12,334.61,99,100
2025-03-31 16:04,83.63,96.51,352.12,100,99
2025-03-31 16:19,87.54,93.98,282.24,99,100
2025-03-31 16:34,75.6,90.21,344.9,100,98
2025-03-31 16:49,89.42,75.64,323.69,97,103
2025-03-31 17:04,83.94,60.07,362.62,96,104
2025-03-31 17:19,75.89,77.37,326.71,99,100
2025-03-31 17:34,74.13,90.63,324.35,101,98
2025-03-31 17:49,70.72,83.2,351.32,100,98
2025-03-31 18:04,60.66,67.95,381.21,100,98
2025-03-31 18:19,83.54,89.0,295.37,99,100
2025-03-31 18:34,88.03,84.38,294.6,98,101
2025-03-31 18:49,65.75,93.14,263.31,102,96
2025-03-31 19:04,60.57,94.05,372.9,103,95
2025-03-31 19:19,87.05,69.39,266.9,97,104
2025-03-31 19:34,88.0,91.55,292.55,99,100
2025-03-31 19:49,76.07,95.95,289.38,101,97
2025-03-31 20:04,65.47,83.68,276.66,101,97
2025-03-31 20:19,64.24,69.78,369.29,100,99
2025-03-31 20:34,78.35,82.46,310.34,99,100
2025-03-31 20:49,87.12,80.42,285.82,98,102
2025-03-31 21:04,73.17,73.77,268.58,99,100
2025-03-31 21:19,65.92,62.21,272.89,99,100
2025-03-31 21:34,67.63,76.86,270.87,100,98
2025-03-31 21:49,88.2,89.63,279.03,98,101
2025-03-31 22:04,76.33,81.66,359.88,99,100
2025-03-31 22:19,77.45,77.0,356.9,99,100
2025-03-31 22:34,79.68,71.72,271.04,98,102
2025-03-31 22:49,68.41,92.71,279.54,102,96
2025-03-31 23:04,85.58,89.75,332.37,99,100
2025-03-31 23:19,61.9,63.93,307.78,100,99
2025-03-31 23:34,86.15,77.41,332.1,98,102
2025-03-31 23:49,75.95,93.77,308.42,101,98
2025-04-01 00:04,70.99,66.42,307.42,99,101
2025-04-01 00:19,87.63,91.46,384.24,99,100
2025-04-01 00:34,89.54,63.17,278.34,96,105
2025-04-01 00:49,72.93,62.82,296.89,98,102
2025-04-01 01:04,84.23,63.83,376.86,96,104
2025-04-01 01:19,66.89,74.91,356.93,100,99
2025-04-01 01:34,60.47,77.91,344.87,101,97
2025-04-01 01:49,73.59,97.64,252.36,101,97
2025-04-01 02:04,70.3,95.53,366.22,102,96
2025-04-01 02:19,80.8,64.33,275.6,97,103
2025-04-01 02:34,89.36,65.94,250.23,96,104
2025-04-01 02:49,72.08,85.27,254.19,100,98
2025-04-01 03:04,83.29,93.58,306.07,100,99
2025-04-01 03:19,78.09,75.22,320.16,99,101
2025-04-01 03:34,86.24,70.61,369.72,97,103
2025-04-01 03:49,67.02,72.93,368.75,100,99
2025-04-01 04:04,83.53,65.54,381.77,97,103
2025-04-01 04:19,77.54,90.86,251.62,100,98
2025-04-01 04:34,67.81,94.6,334.03,102,96
2025-04-01 04:49,67.67,71.57,289.67,100,99
2025-04-01 05:04,74.14,83.74,363.31,100,99
2025-04-01 05:19,70.84,76.59,302.91,100,99
2025-04-01 05:34,80.73,88.34,347.0,99,99
2025-04-01 05:49,60.91,62.38,253.36,100,99
2025-04-01 06:04,72.86,92.49,384.68,101,97
2025-04-01 06:19,85.01,68.71,347.71,97,103
2025-04-01 06:34,71.88,73.25,251.73,99,100
2025-04-01 06:49,81.26,66.72,250.91,97,103
2025-04-01 07:04,84.58,65.55,366.39,97,104
2025-04-01 07:19,78.12,89.76,259.03,100,99
2025-04-01 07:34,77.87,70.69,334.09,98,101
2025-04-01 07:49,60.73,71.94,323.14,101,98
2025-04-01 08:04,86.26,72.28,260.18,97,103
2025-04-01 08:19,78.34,72.07,333.31,98,101
2025-04-01 08:34,85.22,97.62,380.73,100,99
2025-04-01 08:49,69.15,98.55,348.95,102,96
2025-04-01 09:04,84.75,91.61,264.99,99,100
2025-04-01 09:19,84.55,78.05,264.0,98,102
2025-04-01 09:34,89.67,66.78,290.22,96,104
2025-04-01 09:49,85.46,60.17,342.72,96,105
2025-04-01 10:04,72.84,82.65,287.72,100,99
2025-04-01 10:19,68.76,86.68,251.66,101,97
2025-04-01 10:34,89.57,89.92,315.26,98,101
2025-04-01 10:49,71.78,90.93,252.42,101,97
2025-04-01 11:04,62.42,93.72,338.63,103,95
2025-04-01 11:19,88.79,88.83,332.02,98,101
2025-04-01 11:34,75.94,77.3,332.39,99,100
2025-04-01 11:49,88.14,77.94,359.5,97,102
2025-04-01 12:04,63.06,75.06,275.38,101,98
2025-04-01 12:19,74.98,60.09,325.13,98,102
2025-04-01 12:34,87.26,96.22,365.14,99,100
2025-04-01 12:49,79.45,61.11,296.3,97,103
2025-04-01 13:04,76.98,99.2,348.49,101,97
2025-04-01 13:19,67.27,80.95,263.13,101,98
2025-04-01 13:34,68.29,76.88,373.72,100,99
2025-04-01 13:49,79.34,67.99,331.75,98,102
2025-04-01 14:04,82.32,74.18,361.57,98,102
2025-04-01 14:19,81.78,72.71,383.7,98,102
2025-04-01 14:34,72.31,70.49,353.55,99,100
2025-04-01 14:49,84.09,97.33,271.56,100,99
2025-04-01 15:04,82.95,77.18,370.16,98,102
2025-04-01 15:19,62.69,80.28,319.04,101,97
2025-04-01 15:34,82.22,96.13,269.07,100,99
2025-04-01 15:49,60.86,94.03,260.36,103,95
2025-04-01 16:04,88.24,96.9,306.57,99,100
2025-04-01 16:19,68.07,83.21,310.48,101,98
2025-04-01 16:34,87.73,73.7,335.92,97,103
2025-04-01 16:49,73.26,66.02,251.27,98,101
2025-04-01 17:04,82.58,90.62,325.7,99,99
2025-04-01 17:19,71.37,81.69,310.5,100,99
2025-04-01 17:34,72.67,96.99,259.82,102,96
2025-04-01 17:49,71.42,81.95,301.15,100,98
2025-04-01 18:04,88.31,97.75,363.47,99,99
2025-04-01 18:19,72.12,66.45,383.87,99,101
2025-04-01 18:34,70.14,95.13,324.69,102,96
2025-04-01 18:49,63.47,75.59,280.83,101,98
2025-04-01 19:04,61.41,70.21,308.44,101,98
2025-04-01 19:19,83.35,82.66,341.52,99,101
2025-04-01 19:34,77.96,77.26,324.35,99,101
2025-04-01 19:49,81.36,89.17,377.51,99,99
2025-04-01 20:04,74.87,99.79,283.05,101,97
2025-04-01 20:19,74.65,63.53,279.41,98,102
2025-04-01 20:34,62.0,85.43,376.39,102,96
2025-04-01 20:49,70.0,69.47,364.24,99,100
2025-04-01 21:04,62.82,65.19,257.05,100,99
2025-04-01 21:19,63.22,94.63,366.59,103,95
2025-04-01 21:34,72.05,65.33,269.26,98,101
2025-04-01 21:49,60.28,62.07,330.5,100,99
2025-04-01 22:04,83.34,91.64,376.52,99,99
2025-04-01 22:19,87.36,94.3,300.86,99,100
2025-04-01 22:34,61.18,66.4,321.06,100,99
2025-04-01 22:49,68.15,76.44,254.9,100,99
2025-04-01 23:04,78.19,76.21,303.24,99,101
2025-04-01 23:19,79.36,90.63,325.89,100,99
2025-04-01 23:34,70.96,71.68,284.99,99,100
2025-04-01 23:49,80.38,86.84,341.21,99,100
2025-04-02 00:04,72.31,63.59,295.45,98,101
2025-04-02 00:19,68.4,89.94,372.53,101,97
2025-04-02 00:34,62.6,69.07,314.96,100,99
2025-04-02 00:49,89.04,89.55,320.66,98,101
2025-04-02 01:04,70.42,86.58,361.65,101,98
2025-04-02 01:19,75.49,83.58,376.53,100,99
2025-04-02 01:34,80.98,64.21,384.69,97,103
2025-04-02 01:49,81.35,60.49,362.34,97,104
2025-04-02 02:04,81.07,80.61,285.47,99,101
2025-04-02 02:19,81.06,69.27,324.55,98,102
2025-04-02 02:34,77.72,71.6,278.02,98,101
2025-04-02 02:49,70.39,89.54,251.11,101,97
2025-04-02 03:04,65.48,73.18,372.45,100,99
2025-04-02 03:19,82.51,88.23,300.26,99,100
2025-04-02 03:34,76.98,80.13,322.53,99,100
2025-04-02 03:49,88.93,75.96,383.11,97,103
2025-04-02 04:04,76.25,68.43,388.58,98,101
2025-04-02 04:19,69.66,74.74,356.46,100,99
2025-04-02 04:34,89.92,75.74,348.03,97,103
2025-04-02 04:49,70.28,69.21,273.58,99,100
2025-04-02 05:04,87.66,89.05,334.16,99,101
2025-04-02 05:19,87.09,68.48,349.07,97,104
2025-04-02 05:34,75.31,71.99,278.01,99,101
2025-04-02 05:49,74.73,96.3,282.05,101,97
2025-04-02 06:04,71.77,84.0,388.96,100,98
2025-04-02 06:19,65.84,91.85,269.08,102,96
2025-04-02 06:34,79.88,80.38,277.15,99,100
2025-04-02 06:49,86.51,74.68,254.56,97,103
2025-04-02 07:04,66.65,67.06,354.14,99,100
2025-04-02 07:19,87.31,98.82,297.02,100,99
2025-04-02 07:34,60.86,64.65,340.34,100,99
2025-04-02 07:49,74.71,87.37,350.61,100,98
2025-04-02 08:04,74.21,64.31,327.37,98,102
2025-04-02 08:19,70.46,79.5,389.18,100,99
2025-04-02 08:34,82.0,81.32,254.16,99,101
2025-04-02 08:49,88.93,74.82,303.19,97,103
2025-04-02 09:04,69.57,87.53,381.8,101,97
2025-04-02 09:19,67.52,76.94,371.31,100,98
2025-04-02 09:34,63.51,61.23,373.59,99,100
2025-04-02 09:49,74.5,78.97,266.15,99,100
2025-04-02 10:04,72.13,74.53,291.89,99,100
2025-04-02 10:19,72.26,78.36,328.02,100,99
2025-04-02 10:34,73.72,99.57,381.55,102,96
2025-04-02 10:49,76.6,78.41,285.61,99,100
2025-04-02 11:04,86.71,93.35,282.73,99,100
2025-04-02 11:19,68.06,71.2,386.74,100,99
2025-04-02 11:34,84.15,72.93,298.43,97,102
2025-04-02 11:49,78.16,94.56,360.75,100,98
2025-04-02 12:04,63.7,94.58,356.71,103,95
2025-04-02 12:19,69.97,87.57,293.07,101,97
2025-04-02 12:34,88.16,80.22,260.24,98,102
2025-04-02 12:49,60.87,90.53,351.37,103,95
2025-04-02 13:04,67.09,81.69,383.57,101,98
2025-04-02 13:19,72.48,80.77,325.22,100,99
2025-04-02 13:34,88.83,98.01,377.19,99,100
2025-04-02 13:49,87.26,60.35,257.42,96,105
2025-04-02 14:04,73.55,80.52,389.69,100,99
2025-04-02 14:19,69.58,95.37,389.64,102,96
2025-04-02 14:34,80.52,77.31,309.02,98,101
2025-04-02 14:49,85.32,95.41,278.43,99,99
2025-04-02 15:04,83.02,96.91,315.86,100,99
2025-04-02 15:19,66.37,77.37,372.64,101,98
2025-04-02 15:34,82.69,75.15,317.84,98,102
2025-04-02 15:49,89.76,63.09,293.04,96,105
2025-04-02 16:04,73.58,74.51,342.55,99,100
2025-04-02 16:19,81.79,74.16,312.99,98,102
2025-04-02 16:34,83.22,84.35,360.83,99,100
2025-04-02 16:49,71.57,63.03,307.5,98,101
2025-04-02 17:04,78.86,78.84,276.34,99,100
2025-04-02 17:19,71.22,78.03,293.29,100,99
2025-04-02 17:34,67.34,81.45,380.53,101,98
2025-04-02 17:49,76.09,81.81,369.4,100,99
