Time,Relative Humidity (%),Temperature (°F),CO2 Levels (ppm),Population Fouquieria columnaris,Population Vitis Arizonica
2025-03-28 09:04,62.52,87.41,294.0,102,96
2025-03-28 09:19,71.2,76.84,256.52,100,99
2025-03-28 09:34,76.85,78.85,386.09,99,100
2025-03-28 09:49,79.89,92.07,350.15,100,99
2025-03-28 10:04,68.92,93.75,373.36,102,96
2025-03-28 10:19,80.37,96.65,264.4,100,98
2025-03-28 10:34,61.65,72.39,301.52,101,98
2025-03-28 10:49,66.04,78.31,300.56,101,98
2025-03-28 11:04,81.31,68.39,284.72,97,103
2025-03-28 11:19,71.7,82.51,367.0,100,98
2025-03-28 11:34,77.87,71.61,269.36,98,101
2025-03-28 11:49,72.74,83.39,364.94,100,99
2025-03-28 12:04,69.41,86.64,378.37,101,97
2025-03-28 12:19,84.35,60.75,294.75,96,104
2025-03-28 12:34,72.17,60.86,291.96,98,102
2025-03-28 12:49,77.56,64.11,375.57,98,102
2025-03-28 13:04,76.23,93.98,346.5,101,98
2025-03-28 13:19,64.54,63.7,387.3,99,100
2025-03-28 13:34,86.15,69.42,272.74,97,103
2025-03-28 13:49,71.11,65.76,336.79,99,101
2025-03-28 14:04,72.25,90.65,363.89,101,97
2025-03-28 14:19,78.1,69.63,380.0,98,102
2025-03-28 14:34,80.22,70.8,347.32,98,102
2025-03-28 14:49,79.27,77.4,283.97,99,101
2025-03-28 15:04,68.19,61.34,373.76,99,101
2025-03-28 15:19,72.49,91.32,357.36,101,97
2025-03-28 15:34,83.98,89.25,380.25,99,100
2025-03-28 15:49,82.94,90.27,271.45,99,100
2025-03-28 16:04,75.94,83.05,387.46,100,99
2025-03-28 16:19,90.0,87.29,258.07,98,101
2025-03-28 16:34,88.03,89.98,304.87,99,101
2025-03-28 16:49,78.37,73.89,387.38,98,101
2025-03-28 17:04,71.0,70.72,364.52,99,100
2025-03-28 17:19,81.3,97.92,346.25,100,98
2025-03-28 17:34,75.26,63.1,302.63,98,102
2025-03-28 17:49,74.06,92.57,297.65,101,97
2025-03-28 18:04,69.21,96.61,313.37,102,96
2025-03-28 18:19,73.21,62.12,267.3,98,102
2025-03-28 18:34,63.74,99.21,380.49,103,94
2025-03-28 18:49,72.6,80.21,325.38,100,99
2025-03-28 19:04,64.08,89.51,323.37,102,96
2025-03-28 19:19,77.67,78.32,336.6,99,100
2025-03-28 19:34,70.61,62.62,330.47,98,101
2025-03-28 19:49,81.11,80.82,389.59,99,101
2025-03-28 20:04,86.92,75.39,379.63,97,103
2025-03-28 20:19,64.11,80.14,352.83,101,97
2025-03-28 20:34,87.34,73.94,305.35,97,103
2025-03-28 20:49,62.34,75.53,252.71,101,98
2025-03-28 21:04,82.51,67.23,362.59,97,103
2025-03-28 21:19,66.34,96.07,288.65,102,95
2025-03-28 21:34,81.22,78.77,309.34,98,101
2025-03-28 21:49,60.43,61.38,381.69,100,99
2025-03-28 22:04,79.79,78.44,253.65,99,101
2025-03-28 22:19,82.01,88.44,337.63,99,100
2025-03-28 22:34,66.0,61.25,302.05,99,101
2025-03-28 22:49,82.96,64.63,276.67,97,103
2025-03-28 23:04,86.63,95.61,277.87,99,99
2025-03-28 23:19,83.1,74.21,332.82,98,102
2025-03-28 23:34,71.6,64.55,311.49,98,101
2025-03-28 23:49,80.47,73.93,308.63,98,102
2025-03-29 00:04,88.08,95.07,260.6,99,100
2025-03-29 00:19,81.88,87.13,378.39,99,100
2025-03-29 00:34,83.59,86.38,340.69,99,100
2025-03-29 00:49,76.65,80.85,304.42,99,100
2025-03-29 01:04,81.37,62.61,309.45,97,103
2025-03-29 01:19,61.1,90.81,310.38,103,95
2025-03-29 01:34,69.72,78.31,370.72,100,99
2025-03-29 01:49,69.65,89.9,272.74,101,97
2025-03-29 02:04,66.29,87.91,304.74,102,97
2025-03-29 02:19,83.06,91.35,315.96,99,99
2025-03-29 02:34,79.25,68.7,333.63,98,102
2025-03-29 02:49,73.27,63.87,259.28,98,102
2025-03-29 03:04,66.78,69.57,294.42,100,99
2025-03-29 03:19,81.29,84.16,339.28,99,100
2025-03-29 03:34,86.07,70.86,325.32,97,103
2025-03-29 03:49,62.55,77.49,261.78,101,97
2025-03-29 04:04,89.51,86.08,322.79,98,101
2025-03-29 04:19,75.33,73.48,304.28,99,101
2025-03-29 04:34,77.31,91.55,301.33,100,98
2025-03-29 04:49,62.16,63.64,279.01,100,99
2025-03-29 05:04,62.33,74.64,264.25,101,98
2025-03-29 05:19,60.72,91.56,317.31,103,95
2025-03-29 05:34,88.25,88.55,262.88,98,101
2025-03-29 05:49,89.26,68.83,266.88,96,104
2025-03-29 06:04,61.69,77.22,314.47,101,97
2025-03-29 06:19,83.84,67.45,313.54,97,103
2025-03-29 06:34,88.94,93.63,251.3,99,100
2025-03-29 06:49,83.97,71.04,287.44,97,103
2025-03-29 07:04,61.26,93.23,282.21,103,95
2025-03-29 07:19,83.6,62.14,359.54,96,104
2025-03-29 07:34,75.91,92.78,308.64,101,98
2025-03-29 07:49,66.46,88.31,275.44,102,97
2025-03-29 08:04,66.85,61.21,365.77,99,101
2025-03-29 08:19,67.76,83.16,268.07,101,98
2025-03-29 08:34,79.59,81.61,379.15,99,100
2025-03-29 08:49,64.46,83.3,347.26,101,97
2025-03-29 09:04,89.5,96.84,359.09,99,100
2025-03-29 09:19,60.97,65.95,340.0,100,99
2025-03-29 09:34,89.86,88.25,323.03,98,101
2025-03-29 09:49,62.38,70.9,361.43,100,98
2025-03-29 10:04,76.08,70.31,327.55,98,101
2025-03-29 10:19,76.4,85.34,279.18,100,99
2025-03-29 10:34,80.37,83.78,329.36,99,100
2025-03-29 10:49,79.88,60.27,339.27,97,103
2025-03-29 11:04,62.62,81.18,348.62,101,97
2025-03-29 11:19,72.42,64.59,323.29,98,101
2025-03-29 11:34,64.43,75.13,309.85,101,98
2025-03-29 11:49,65.46,74.32,256.08,100,98
2025-03-29 12:04,89.13,96.93,303.17,99,100
2025-03-29 12:19,89.28,60.27,280.98,95,105
2025-03-29 12:34,89.64,66.46,330.77,96,104
2025-03-29 12:49,72.27,63.76,277.2,98,101
2025-03-29 13:04,88.24,62.21,374.3,96,105
2025-03-29 13:19,60.48,93.42,266.3,103,95
2025-03-29 13:34,68.3,89.67,383.88,101,97
2025-03-29 13:49,73.86,71.2,252.69,99,101
2025-03-29 14:04,62.78,72.0,350.07,101,98
2025-03-29 14:19,70.49,97.71,366.04,102,96
2025-03-29 14:34,72.32,70.5,315.59,99,100
2025-03-29 14:49,67.69,79.51,288.82,101,98
2025-03-29 15:04,63.38,93.04,279.19,103,95
2025-03-29 15:19,84.59,93.16,330.54,99,99
2025-03-29 15:34,74.64,90.13,264.52,101,98
2025-03-29 15:49,71.16,90.71,364.35,101,97
2025-03-29 16:04,73.19,83.55,377.12,100,99
2025-03-29 16:19,82.91,99.01,290.56,100,98
2025-03-29 16:34,63.71,68.93,308.24,100,99
2025-03-29 16:49,75.75,73.76,303.18,99,101
2025-03-29 17:04,64.84,80.28,377.38,101,97
2025-03-29 17:19,73.9,91.41,343.05,101,98
2025-03-29 17:34,79.79,69.04,328.92,98,102
2025-03-29 17:49,85.98,99.92,318.01,100,99
2025-03-29 18:04,89.71,66.92,370.08,96,104
2025-03-29 18:19,68.85,99.35,371.08,102,95
2025-03-29 18:34,84.21,83.4,318.39,98,101
2025-03-29 18:49,81.07,91.76,275.5,100,99
2025-03-29 19:04,84.75,73.3,389.82,97,102
2025-03-29 19:19,86.55,84.59,255.63,98,101
2025-03-29 19:34,67.11,86.94,380.33,101,97
2025-03-29 19:49,66.46,63.1,360.96,99,100
2025-03-29 20:04,70.33,87.04,363.56,101,98
2025-03-29 20:19,76.31,90.52,371.68,100,98
2025-03-29 20:34,72.74,98.87,253.58,102,96
2025-03-29 20:49,82.73,73.26,259.71,98,102
2025-03-29 21:04,73.86,79.43,372.44,100,99
2025-03-29 21:19,79.23,76.81,298.76,99,101
2025-03-29 21:34,89.0,60.48,315.14,95,105
2025-03-29 21:49,86.65,95.65,349.12,99,99
2025-03-29 22:04,70.3,88.75,302.21,101,97
2025-03-29 22:19,88.5,61.22,302.66,96,105
2025-03-29 22:34,89.61,95.05,318.48,99,100
2025-03-29 22:49,61.71,91.48,340.98,103,95
2025-03-29 23:04,80.21,83.06,368.73,99,100
2025-03-29 23:19,61.34,83.13,376.74,102,96
2025-03-29 23:34,68.63,99.07,378.12,102,95
2025-03-29 23:49,62.75,87.81,322.97,102,96
2025-03-30 00:04,87.53,79.57,335.15,98,102
2025-03-30 00:19,62.2,77.48,288.19,101,97
2025-03-30 00:34,85.43,95.62,265.82,99,99
2025-03-30 00:49,85.15,84.58,351.68,98,101
2025-03-30 01:04,80.5,79.2,270.45,99,101
2025-03-30 01:19,65.37,83.37,292.97,101,97
2025-03-30 01:34,73.75,96.45,309.37,101,97
2025-03-30 01:49,87.35,79.22,360.88,98,102
2025-03-30 02:04,72.42,73.81,385.81,99,100
2025-03-30 02:19,86.05,96.66,346.42,100,99
2025-03-30 02:34,81.59,93.6,347.85,100,99
2025-03-30 02:49,65.12,75.68,333.37,101,98
2025-03-30 03:04,70.75,75.16,289.88,100,99
2025-03-30 03:19,66.12,85.39,314.15,101,97
2025-03-30 03:34,76.9,86.85,340.25,100,99
2025-03-30 03:49,80.12,70.02,354.91,98,102
2025-03-30 04:04,60.41,91.86,260.16,103,95
2025-03-30 04:19,71.09,72.58,310.42,99,100
2025-03-30 04:34,70.14,71.18,299.61,99,100
2025-03-30 04:49,66.6,94.89,275.22,102,96
2025-03-30 05:04,64.76,83.83,367.61,101,97
2025-03-30 05:19,86.95,67.8,293.6,96,104
2025-03-30 05:34,72.22,85.11,315.76,100,98
2025-03-30 05:49,85.01,95.08,295.52,100,99
2025-03-30 06:04,74.44,61.36,279.62,98,102
2025-03-30 06:19,70.62,91.55,311.3,101,97
2025-03-30 06:34,67.5,71.0,364.58,100,99
2025-03-30 06:49,74.91,62.55,343.73,98,102
2025-03-30 07:04,72.96,91.02,356.82,101,97
2025-03-30 07:19,71.05,75.07,342.74,100,99
2025-03-30 07:34,79.96,95.34,288.02,100,98
2025-03-30 07:49,78.22,91.67,273.03,100,98
2025-03-30 08:04,70.1,82.24,318.9,100,98
2025-03-30 08:19,81.72,68.39,289.39,97,103
2025-03-30 08:34,72.81,68.13,300.95,99,101
2025-03-30 08:49,88.77,72.7,377.33,97,103
2025-03-30 09:04,86.48,90.38,375.84,99,100
2025-03-30 09:19,62.46,88.85,251.24,102,96
2025-03-30 09:34,87.27,98.84,306.8,100,99
2025-03-30 09:49,65.5,92.12,387.47,102,96
2025-03-30 10:04,87.38,61.27,315.43,96,105
2025-03-30 10:19,84.1,87.69,269.94,99,100
2025-03-30 10:34,70.31,75.27,351.13,100,99
2025-03-30 10:49,62.64,83.5,263.02,102,97
2025-03-30 11:04,81.56,73.13,318.43,98,102
2025-03-30 11:19,82.53,66.91,256.08,97,103
2025-03-30 11:34,64.56,69.94,286.12,100,99
2025-03-30 11:49,65.73,78.45,344.76,101,98
2025-03-30 12:04,78.54,62.09,280.0,97,103
2025-03-30 12:19,82.72,83.03,257.64,99,101
2025-03-30 12:34,89.89,98.39,255.45,99,100
2025-03-30 12:49,66.65,63.17,389.25,99,100
2025-03-30 13:04,81.03,84.06,312.05,99,100
2025-03-30 13:19,78.95,74.08,325.86,98,101
2025-03-30 13:34,82.25,79.34,387.6,98,101
2025-03-30 13:49,70.94,60.43,250.94,98,102
2025-03-30 14:04,71.21,77.82,346.14,100,99
2025-03-30 14:19,78.74,63.98,301.98,97,103
2025-03-30 14:34,70.96,68.32,283.28,99,100
2025-03-30 14:49,86.62,66.77,363.01,96,104
2025-03-30 15:04,80.7,61.1,332.9,97,103
2025-03-30 15:19,73.34,87.36,277.63,100,98
2025-03-30 15:34,61.76,61.81,385.52,100,100
2025-03-30 15:49,86.59,81.81,276.66,98,102
2025-03-30 16:04,73.48,90.21,361.46,101,98
2025-03-30 16:19,71.45,86.07,259.33,101,98
2025-03-30 16:34,63.07,90.37,285.71,102,96
2025-03-30 16:49,86.63,73.31,306.94,97,103
2025-03-30 17:04,84.82,88.33,362.25,99,100
2025-03-30 17:19,61.94,66.01,261.24,100,99
2025-03-30 17:34,89.21,93.04,314.19,99,100
2025-03-30 17:49,65.66,66.14,274.04,100,100
2025-03-30 18:04,80.0,87.61,389.23,100,99
2025-03-30 18:19,61.08,72.75,297.23,101,98
2025-03-30 18:34,82.77,83.28,345.17,99,101
2025-03-30 18:49,62.35,63.82,334.23,100,99
2025-03-30 19:04,88.05,76.79,322.54,97,103
2025-03-30 19:19,68.78,82.61,318.98,101,98
2025-03-30 19:34,79.95,97.12,362.24,100,98
2025-03-30 19:49,63.86,79.52,327.44,101,97
2025-03-30 20:04,82.21,74.07,332.72,98,102
2025-03-30 20:19,84.05,61.86,362.19,96,104
2025-03-30 20:34,68.29,81.21,334.31,101,98
2025-03-30 20:49,68.31,69.05,266.56,99,100
2025-03-30 21:04,82.1,83.68,358.48,99,100
2025-03-30 21:19,68.48,87.56,264.05,101,97
2025-03-30 21:34,70.96,92.47,362.61,101,97
2025-03-30 21:49,82.34,69.97,357.61,97,102
2025-03-30 22:04,69.74,89.86,348.22,101,97
2025-03-30 22:19,61.88,83.99,352.88,102,96
2025-03-30 22:34,63.17,80.81,251.86,101,97
2025-03-30 22:49,79.5,90.5,353.1,100,99
2025-03-30 23:04,75.71,60.51,282.03,97,103
2025-03-30 23:19,71.05,90.27,308.79,101,97
2025-03-30 23:34,84.42,82.32,335.09,98,101
2025-03-30 23:49,71.41,81.75,293.48,100,99
2025-03-31 00:04,89.67,76.05,371.48,97,103
2025-03-31 00:19,75.85,81.52,270.88,100,99
2025-03-31 00:34,65.95,61.36,269.83,99,100
2025-03-31 00:49,88.62,90.72,315.17,99,101
2025-03-31 01:04,65.39,68.6,288.39,100,99
2025-03-31 01:19,84.2,69.1,272.33,97,103
2025-03-31 01:34,82.09,73.59,286.62,98,102
2025-03-31 01:49,70.4,98.77,274.64,102,96
2025-03-31 02:04,89.18,62.22,259.09,96,105
2025-03-31 02:19,67.7,69.03,341.48,99,100
2025-03-31 02:34,80.49,69.86,365.88,98,102
2025-03-31 02:49,83.0,96.67,330.12,100,99
2025-03-31 03:04,88.69,70.45,263.16,96,104
2025-03-31 03:19,62.91,78.15,348.56,101,97
2025-03-31 03:34,89.67,77.82,324.71,97,103
2025-03-31 03:49,61.55,82.44,263.17,102,96
2025-03-31 04:04,61.94,95.03,308.24,103,95
2025-03-31 04:19,75.41,96.21,319.66,101,97
2025-03-31 04:34,76.63,90.84,255.62,100,98
2025-03-31 04:49,77.8,73.59,267.41,98,101
2025-03-31 05:04,81.98,97.89,315.4,100,98
2025-03-31 05:19,72.77,93.15,295.95,101,97
2025-03-31 05:34,82.97,79.05,372.92,98,101
2025-03-31 05:49,80.25,82.61,279.66,99,100
2025-03-31 06:04,73.49,67.92,267.93,99,101
2025-03-31 06:19,89.57,92.22,309.04,99,101
2025-03-31 06:34,81.92,90.19,336.78,99,99
2025-03-31 06:49,86.56,77.48,357.77,98,102
2025-03-31 07:04,63.46,82.79,308.89,102,97
2025-03-31 07:19,83.81,61.19,292.04,96,104
2025-03-31 07:34,88.3,75.82,323.0,97,103
2025-03-31 07:49,73.35,72.94,294.52,99,100
2025-03-31 08:04,69.86,95.98,284.47,102,96
2025-03-31 08:19,67.97,85.72,321.62,101,97
2025-03-31 08:34,61.0,71.53,268.31,101,98
2025-03-31 08:49,71.12,96.6,375.65,102,96
2025-03-31 09:04,65.52,77.17,327.69,101,98
2025-03-31 09:19,62.0,94.64,353.69,103,95
2025-03-31 09:34,62.02,68.44,314.92,100,99
2025-03-31 09:49,89.86,92.79,358.52,99,101
2025-03-31 10:04,73.8,90.3,307.62,101,98
2025-03-31 10:19,79.72,64.57,341.7,97,103
2025-03-31 10:34,78.92,93.46,250.61,100,98
2025-03-31 10:49,61.07,93.73,320.32,103,95
2025-03-31 11:04,66.25,81.34,266.29,101,98
2025-03-31 11:19,62.62,62.71,256.09,100,100
2025-03-31 11:34,66.78,94.57,293.6,102,96
2025-03-31 11:49,63.71,65.36,342.62,100,99
2025-03-31 12:04,69.67,70.01,372.29,99,100
2025-03-31 12:19,62.29,96.39,258.92,103,94
2025-03-31 12:34,63.23,69.0,389.4,100,99
2025-03-31 12:49,88.53,79.49,325.76,97,102
2025-03-31 13:04,76.62,94.36,361.74,101,98
2025-03-31 13:19,84.25,95.15,300.52,100,99
2025-03-31 13:34,74.53,71.3,361.54,99,101
2025-03-31 13:49,84.26,61.03,341.24,96,104
2025-03-31 14:04,88.11,71.84,382.97,97,103
2025-03-31 14:19,84.88,87.75,261.61,99,100
2025-03-31 14:34,82.84,95.94,306.07,100,99
2025-03-31 14:49,68.71,96.83,351.61,102,96
2025-03-31 15:04,88.13,96.53,324.67,99,100
2025-03-31 15:19,64.36,69.43,286.42,100,99
2025-03-31 15:34,74.11,99.89,312.07,102,96
2025-03-31 15:49,80.37,76.28,306.57,98,101
2025-03-31 16:04,85.41,89.39,302.81,99,100
2025-03-31 16:19,79.21,93.83,252.63,100,98
2025-03-31 16:34,87.82,88.86,303.03,98,101
2025-03-31 16:49,87.96,61.61,321.75,96,105
2025-03-31 17:04,77.35,88.6,250.93,100,99
2025-03-31 17:19,83.66,76.02,266.37,98,102
2025-03-31 17:34,76.31,71.38,386.34,98,101
2025-03-31 17:49,82.78,72.06,370.69,98,102
2025-03-31 18:04,69.23,82.75,284.5,101,98
2025-03-31 18:19,73.98,68.86,252.83,99,101
2025-03-31 18:34,87.54,91.72,292.47,99,100
2025-03-31 18:49,79.36,61.62,330.39,97,103
2025-03-31 19:04,82.48,83.46,282.96,99,100
2025-03-31 19:19,62.33,83.11,338.25,102,96
2025-03-31 19:34,67.97,80.72,290.3,101,98
2025-03-31 19:49,60.4,93.51,267.22,103,95
2025-03-31 20:04,76.59,69.65,275.42,98,101
2025-03-31 20:19,83.41,94.35,325.7,100,99
2025-03-31 20:34,71.31,69.97,277.6,99,100
2025-03-31 20:49,80.66,60.34,307.76,97,104
2025-03-31 21:04,87.15,75.75,285.99,97,103
2025-03-31 21:19,87.56,92.57,348.99,99,100
2025-03-31 21:34,61.37,69.65,368.68,101,98
2025-03-31 21:49,67.0,77.99,322.66,100,98
2025-03-31 22:04,72.31,89.77,313.75,101,97
2025-03-31 22:19,65.02,74.18,326.13,100,98
2025-03-31 22:34,87.2,80.34,269.99,98,102
2025-03-31 22:49,81.92,64.2,275.46,97,103
2025-03-31 23:04,76.07,98.36,299.93,101,97
2025-03-31 23:19,84.29,82.72,375.82,98,101
2025-03-31 23:34,89.22,95.88,273.59,99,100
2025-03-31 23:49,82.96,81.38,263.07,98,101
2025-04-01 00:04,85.48,95.02,371.8,99,99
2025-04-01 00:19,81.33,97.37,387.0,100,98
2025-04-01 00:34,65.44,61.79,332.49,99,100
2025-04-01 00:49,77.59,76.81,255.22,99,100
2025-04-01 01:04,66.16,90.76,387.85,102,96
2025-04-01 01:19,80.76,72.62,341.45,98,102
2025-04-01 01:34,61.52,72.3,280.85,101,98
2025-04-01 01:49,63.38,88.23,291.29,102,96
2025-04-01 02:04,70.76,99.71,319.02,102,96
2025-04-01 02:19,66.58,75.57,361.65,100,98
2025-04-01 02:34,73.77,80.85,267.61,100,99
2025-04-01 02:49,77.84,85.11,316.38,100,99
2025-04-01 03:04,80.04,95.12,356.04,100,98
2025-04-01 03:19,73.58,80.33,273.44,100,99
2025-04-01 03:34,88.95,70.72,323.62,96,104
2025-04-01 03:49,60.87,74.19,302.14,101,98
2025-04-01 04:04,80.67,68.84,364.13,98,102
2025-04-01 04:19,78.94,83.02,359.38,99,100
2025-04-01 04:34,75.97,93.96,326.82,101,98
2025-04-01 04:49,75.97,93.02,344.01,101,98
2025-04-01 05:04,62.31,82.55,370.51,102,97
2025-04-01 05:19,80.22,78.86,377.7,99,101
2025-04-01 05:34,88.43,85.03,375.96,98,101
2025-04-01 05:49,79.89,89.2,327.88,100,99
2025-04-01 06:04,89.42,82.42,279.71,98,102
2025-04-01 06:19,73.66,65.06,266.98,98,101
2025-04-01 06:34,82.83,83.24,290.77,99,101
2025-04-01 06:49,89.04,84.45,329.05,98,102
2025-04-01 07:04,74.37,74.12,308.44,99,100
2025-04-01 07:19,63.41,66.96,285.2,100,99
2025-04-01 07:34,72.07,77.14,383.3,100,99
2025-04-01 07:49,75.3,85.64,266.0,100,99
2025-04-01 08:04,83.94,99.31,389.97,100,98
2025-04-01 08:19,61.4,63.79,258.48,100,99
2025-04-01 08:34,78.01,69.76,284.5,98,102
2025-04-01 08:49,80.88,88.47,384.78,99,99
2025-04-01 09:04,72.91,74.0,378.57,99,100
2025-04-01 09:19,87.01,69.17,351.94,97,104
2025-04-01 09:34,76.44,78.21,250.69,99,100
2025-04-01 09:49,80.08,73.55,334.39,98,101
2025-04-01 10:04,61.81,60.25,322.42,100,100
2025-04-01 10:19,68.35,71.56,270.36,100,99
2025-04-01 10:34,88.39,99.3,308.29,99,99
2025-04-01 10:49,71.31,96.27,250.1,102,96
2025-04-01 11:04,88.11,72.01,364.94,97,103
2025-04-01 11:19,78.87,77.18,358.75,99,101
2025-04-01 11:34,63.69,65.14,288.81,100,99
2025-04-01 11:49,72.1,83.74,255.41,100,98
2025-04-01 12:04,83.87,99.06,359.76,100,98
2025-04-01 12:19,83.29,69.76,299.85,97,103
2025-04-01 12:34,70.97,84.57,297.38,101,98
2025-04-01 12:49,68.03,86.28,297.6,101,97
2025-04-01 13:04,60.35,77.98,345.66,101,97
2025-04-01 13:19,63.64,77.28,300.55,101,98
2025-04-01 13:34,63.73,61.46,344.24,99,100
2025-04-01 13:49,86.52,90.75,375.75,99,100
2025-04-01 14:04,77.57,82.73,357.69,99,100
2025-04-01 14:19,89.04,72.56,333.56,97,103
2025-04-01 14:34,65.48,86.4,334.95,102,97
2025-04-01 14:49,69.55,97.01,266.03,102,96
2025-04-01 15:04,60.87,93.07,307.02,103,95
2025-04-01 15:19,70.36,74.0,256.94,100,99
2025-04-01 15:34,62.03,66.72,315.53,100,99
2025-04-01 15:49,70.82,61.9,259.5,98,101
2025-04-01 16:04,68.48,67.45,286.84,99,100
2025-04-01 16:19,68.09,74.44,373.96,100,99
2025-04-01 16:34,68.02,97.95,259.73,102,95
2025-04-01 16:49,78.37,95.49,361.15,101,98
2025-04-01 17:04,80.56,76.52,373.64,98,101
2025-04-01 17:19,86.38,72.38,288.47,97,103
2025-04-01 17:34,74.16,75.01,364.18,99,100
2025-04-01 17:49,64.0,61.94,302.59,99,100
2025-04-01 18:04,64.91,78.75,359.78,101,98
2025-04-01 18:19,61.08,94.84,301.58,103,94
2025-04-01 18:34,73.4,81.17,338.09,100,99
2025-04-01 18:49,83.1,75.55,267.76,98,102
2025-04-01 19:04,81.72,80.01,275.12,98,101
2025-04-01 19:19,84.42,89.88,315.52,99,100
2025-04-01 19:34,69.21,83.17,261.13,101,98
2025-04-01 19:49,85.54,89.06,374.5,99,100
2025-04-01 20:04,71.08,67.46,351.96,99,101
2025-04-01 20:19,73.04,64.43,366.67,98,101
2025-04-01 20:34,68.72,94.59,359.42,102,96
2025-04-01 20:49,66.7,74.16,258.84,100,99
2025-04-01 21:04,78.54,68.39,284.02,98,102
2025-04-01 21:19,63.0,64.58,368.07,100,99
2025-04-01 21:34,76.44,61.86,331.63,97,103
2025-04-01 21:49,81.74,82.12,386.42,99,101
2025-04-01 22:04,74.42,82.41,351.51,100,99
2025-04-01 22:19,65.5,75.21,371.58,100,98
2025-04-01 22:34,89.43,97.54,367.45,99,100
2025-04-01 22:49,74.77,86.12,294.51,100,99
2025-04-01 23:04,78.93,73.55,293.54,98,101
2025-04-01 23:19,71.78,86.41,306.8,101,98
2025-04-01 23:34,65.78,73.32,382.87,100,99
2025-04-01 23:49,72.04,80.58,265.54,100,99
2025-04-02 00:04,77.43,70.18,258.24,98,101
2025-04-02 00:19,73.99,72.23,360.68,99,100
2025-04-02 00:34,76.95,97.14,366.71,101,97
2025-04-02 00:49,64.95,66.45,278.56,100,100
2025-04-02 01:04,76.05,64.08,363.06,98,102
2025-04-02 01:19,67.5,65.89,268.74,99,100
2025-04-02 01:34,65.84,99.0,304.42,103,95
2025-04-02 01:49,63.67,72.25,335.32,100,98
2025-04-02 02:04,69.86,70.46,292.88,99,100
2025-04-02 02:19,75.39,68.87,308.91,98,101
2025-04-02 02:34,61.76,99.06,319.9,103,94
2025-04-02 02:49,70.18,67.44,381.08,99,100
2025-04-02 03:04,69.37,62.8,253.22,99,101
2025-04-02 03:19,81.24,71.56,348.05,98,102
2025-04-02 03:34,79.35,79.29,258.79,99,100
2025-04-02 03:49,61.35,88.68,346.8,102,95
2025-04-02 04:04,62.22,85.59,315.38,102,96
2025-04-02 04:19,78.82,93.19,384.27,100,98
2025-04-02 04:34,72.41,79.56,306.0,100,99
2025-04-02 04:49,70.93,94.68,275.12,102,96
2025-04-02 05:04,86.21,69.38,281.7,97,103
2025-04-02 05:19,74.73,63.36,274.19,98,102
2025-04-02 05:34,76.47,90.94,265.57,100,98
2025-04-02 05:49,76.37,95.7,377.41,101,97
2025-04-02 06:04,77.1,68.3,329.47,98,102
2025-04-02 06:19,81.35,94.25,311.52,100,99
2025-04-02 06:34,62.71,71.22,340.32,100,98
2025-04-02 06:49,70.35,96.63,304.29,102,96
2025-04-02 07:04,82.39,90.88,360.19,99,99
2025-04-02 07:19,86.0,94.89,321.38,99,99
2025-04-02 07:34,74.72,92.03,314.9,101,98
2025-04-02 07:49,78.16,83.82,275.19,99,100
2025-04-02 08:04,64.84,88.52,341.34,102,96
2025-04-02 08:19,86.95,91.79,286.01,99,100
2025-04-02 08:34,77.54,63.65,352.8,97,102
2025-04-02 08:49,68.7,70.32,301.31,99,100
2025-04-02 09:04,82.83,91.63,326.75,99,99
2025-04-02 09:19,89.59,87.0,290.57,98,101
2025-04-02 09:34,74.58,75.55,384.69,99,100
2025-04-02 09:49,78.37,91.59,276.98,100,98
2025-04-02 10:04,88.05,81.69,375.05,98,102
2025-04-02 10:19,64.89,63.13,275.26,99,100
2025-04-02 10:34,81.39,90.59,370.0,100,99
2025-04-02 10:49,67.87,70.44,253.41,100,100
2025-04-02 11:04,68.81,66.18,304.14,99,100
2025-04-02 11:19,66.66,70.95,379.55,100,99
2025-04-02 11:34,87.75,95.59,351.87,99,100
2025-04-02 11:49,66.02,70.04,315.47,100,99
2025-04-02 12:04,77.84,95.5,283.79,101,98
2025-04-02 12:19,63.53,83.15,251.37,102,97
2025-04-02 12:34,72.86,77.9,372.87,100,99
2025-04-02 12:49,86.25,94.46,274.07,99,100
2025-04-02 13:04,84.07,70.03,372.22,97,103
2025-04-02 13:19,60.18,81.24,255.05,102,96
2025-04-02 13:34,64.31,86.5,381.59,102,96
2025-04-02 13:49,71.11,98.86,298.74,102,96
2025-04-02 14:04,79.51,67.41,283.26,98,102
2025-04-02 14:19,69.28,77.55,261.6,100,99
2025-04-02 14:34,87.9,75.42,270.89,97,103
2025-04-02 14:49,69.27,93.48,354.43,102,96
2025-04-02 15:04,78.11,94.95,331.09,101,98
2025-04-02 15:19,82.75,62.62,373.49,97,104
2025-04-02 15:34,77.44,82.02,336.6,99,100
2025-04-02 15:49,64.61,70.82,310.87,100,99
2025-04-02 16:04,81.25,94.45,281.7,100,99
2025-04-02 16:19,84.13,90.32,276.1,99,100
2025-04-02 16:34,80.59,89.58,353.38,100,99
2025-04-02 16:49,85.67,86.3,304.17,99,101
2025-04-02 17:04,80.08,70.6,253.45,98,102
2025-04-02 17:19,85.45,69.76,368.97,97,103
2025-04-02 17:34,87.17,95.74,286.22,99,100
2025-04-02 17:49,80.53,77.86,325.12,98,101
